"","unique","Team","Position","Name","Projected","Points","Starter","Week","Largest","SecLargest","BadDecision"
"1542","Team 6WR5","Team 6","WR","Julio Jones",0,0,"No","5",21.2,20.6,1
"1543","Team 6WR5","Team 6","WR","Chris Godwin",0,0,"No","5",21.2,20.6,1
"1544","Team 6WR5","Team 6","WR","Preston Williams",6.5,20.6,"No","5",21.2,20.6,0
"1545","Team 6WR6","Team 6","WR","Julio Jones",16.2,33.7,"Yes","6",39.6,33.7,0
"1546","Team 6WR6","Team 6","WR","Justin Jefferson",11.4,39.6,"No","6",39.6,33.7,0
"1547","Team 6WR6","Team 6","WR","Chris Godwin",15.4,9.8,"Yes","6",39.6,33.7,1
"1548","Team 6WR6","Team 6","WR","A.J. Brown",13.6,22.8,"No","6",39.6,33.7,1
"1549","Team 6WR6","Team 6","WR","Chase Claypool",14.1,18.1,"Yes","6",39.6,33.7,1
"1550","Team 6WR6","Team 6","WR","CeeDee Lamb",12,13.4,"No","6",39.6,33.7,1
"1551","Team 6WR7","Team 6","WR","Julio Jones",17.7,17.7,"Yes","7",27.3,23.8,1
"1552","Team 6WR7","Team 6","WR","A.J. Brown",14.7,27.3,"Yes","7",27.3,23.8,0
"1553","Team 6WR7","Team 6","WR","Justin Jefferson",0,0,"No","7",27.3,23.8,1
"1554","Team 6WR7","Team 6","WR","Chris Godwin",15.4,23.8,"Yes","7",27.3,23.8,0
"1555","Team 6WR7","Team 6","WR","CeeDee Lamb",11.8,0.1,"No","7",27.3,23.8,1
"1556","Team 6WR7","Team 6","WR","Chase Claypool",13.2,0.8,"No","7",27.3,23.8,1
"1557","Team 6WR8","Team 6","WR","A.J. Brown",14.3,12.4,"Yes","8",20.7,13.2,1
"1558","Team 6WR8","Team 6","WR","Julio Jones",16.4,20.7,"Yes","8",20.7,13.2,0
"1559","Team 6WR8","Team 6","WR","Justin Jefferson",12.7,5.6,"Yes","8",20.7,13.2,1
"1560","Team 6WR8","Team 6","WR","Chris Godwin",0,0,"No","8",20.7,13.2,1
"1561","Team 6WR8","Team 6","WR","CeeDee Lamb",10.3,8.6,"No","8",20.7,13.2,1
"1562","Team 6WR8","Team 6","WR","Chase Claypool",10.6,13.2,"No","8",20.7,13.2,0
"1563","Team 6WR9","Team 6","WR","Justin Jefferson",13.5,9.4,"Yes","9",20.1,16.4,1
"1564","Team 6WR9","Team 6","WR","Julio Jones",18.9,16.4,"Yes","9",20.1,16.4,0
"1565","Team 6WR9","Team 6","WR","Chris Godwin",14.7,7.1,"No","9",20.1,16.4,1
"1566","Team 6WR9","Team 6","WR","CeeDee Lamb",9.9,15.1,"No","9",20.1,16.4,1
"1567","Team 6WR9","Team 6","WR","A.J. Brown",13.4,20.1,"Yes","9",20.1,16.4,0
"1568","Team 6WR9","Team 6","WR","Chase Claypool",13.5,15.3,"No","9",20.1,16.4,1
"1569","Team 7D/ST1","Team 7","D/ST","49ers D/ST",7.3,1,"Yes","1",1,1,0
"1570","Team 7D/ST10","Team 7","D/ST","Chargers D/ST",5.7,3,"Yes","10",3,1,0
"1571","Team 7D/ST10","Team 7","D/ST","Bills D/ST",3.8,1,"No","10",3,1,1
"1572","Team 7D/ST11","Team 7","D/ST","Bills D/ST",0,0,"No","11",10,0,1
"1573","Team 7D/ST11","Team 7","D/ST","Chargers D/ST",6.2,10,"Yes","11",10,0,0
"1574","Team 7D/ST12","Team 7","D/ST","Bills D/ST",4.7,5,"Yes","12",9,5,1
"1575","Team 7D/ST12","Team 7","D/ST","Chargers D/ST",4.2,9,"No","12",9,5,0
"1576","Team 7D/ST13","Team 7","D/ST","Bills D/ST",5.4,1,"Yes","13",1,0,0
"1577","Team 7D/ST13","Team 7","D/ST","Chargers D/ST",5.8,0,"No","13",1,0,1
"1578","Team 7D/ST14","Team 7","D/ST","Bills D/ST",5,14,"No","14",20,14,1
"1579","Team 7D/ST14","Team 7","D/ST","Cardinals D/ST",6.5,20,"Yes","14",20,14,0
"1580","Team 7D/ST2","Team 7","D/ST","49ers D/ST",8.5,6,"Yes","2",6,6,0
"1581","Team 7D/ST3","Team 7","D/ST","49ers D/ST",8,13,"Yes","3",13,13,0
"1582","Team 7D/ST4","Team 7","D/ST","49ers D/ST",7.8,7,"Yes","4",7,7,0
"1583","Team 7D/ST5","Team 7","D/ST","49ers D/ST",7.2,-4,"Yes","5",-4,-4,0
"1584","Team 7D/ST6","Team 7","D/ST","49ers D/ST",4.4,5,"No","6",6,5,1
"1585","Team 7D/ST6","Team 7","D/ST","Washington D/ST",7,6,"Yes","6",6,5,0
"1586","Team 7D/ST7","Team 7","D/ST","49ers D/ST",6.6,16,"No","7",16,16,0
"1587","Team 7D/ST7","Team 7","D/ST","Bills D/ST",7.6,16,"Yes","7",16,16,0
"1588","Team 7D/ST8","Team 7","D/ST","49ers D/ST",4.7,-2,"No","8",4,-2,1
"1589","Team 7D/ST8","Team 7","D/ST","Bills D/ST",6.9,4,"Yes","8",4,-2,0
"1590","Team 7D/ST9","Team 7","D/ST","Bills D/ST",4.4,9,"No","9",9,1,0
"1591","Team 7D/ST9","Team 7","D/ST","Texans D/ST",6.9,1,"Yes","9",9,1,1
"1592","Team 7K1","Team 7","K","Greg Zuerlein",7.5,4,"Yes","1",4,4,0
"1593","Team 7K10","Team 7","K","Matt Prater",9.4,16,"Yes","10",16,16,0
"1594","Team 7K11","Team 7","K","Matt Prater",8.9,-1,"Yes","11",-1,-1,0
"1595","Team 7K12","Team 7","K","Matt Prater",8.7,5,"Yes","12",5,5,0
"1596","Team 7K13","Team 7","K","Matt Prater",7.1,4,"Yes","13",4,4,0
"1597","Team 7K14","Team 7","K","Matt Prater",8.1,6,"Yes","14",6,6,0
"1598","Team 7K2","Team 7","K","Greg Zuerlein",7.7,11,"Yes","2",11,11,0
"1599","Team 7K3","Team 7","K","Greg Zuerlein",7.9,9,"Yes","3",9,9,0
"1600","Team 7K4","Team 7","K","Greg Zuerlein",7.9,2,"Yes","4",2,2,0
"1601","Team 7K5","Team 7","K","Greg Zuerlein",7.8,14,"Yes","5",14,14,0
"1602","Team 7K6","Team 7","K","Greg Zuerlein",8.6,3,"Yes","6",3,3,0
"1603","Team 7K7","Team 7","K","Greg Zuerlein",7.9,4,"Yes","7",4,4,0
"1604","Team 7K8","Team 7","K","Greg Zuerlein",7,12,"Yes","8",12,12,0
"1605","Team 7K9","Team 7","K","Greg Zuerlein",7.1,15,"Yes","9",15,15,0
"1606","Team 7QB1","Team 7","QB","Matt Ryan",18.3,23.9,"Yes","1",23.9,13,0
"1607","Team 7QB1","Team 7","QB","Carson Wentz",18.1,13,"No","1",23.9,13,1
"1608","Team 7QB10","Team 7","QB","Baker Mayfield",15.6,5.38,"Yes","10",5.38,0,0
"1609","Team 7QB10","Team 7","QB","Matt Ryan",0,0,"No","10",5.38,0,1
"1610","Team 7QB11","Team 7","QB","Matt Ryan",18.5,5.28,"Yes","11",7.06,5.28,1
"1611","Team 7QB11","Team 7","QB","Baker Mayfield",14.9,7.06,"Yes","11",7.06,5.28,0
"1612","Team 7QB12","Team 7","QB","Matt Ryan",19.1,13.9,"Yes","12",18.42,13.9,1
"1613","Team 7QB12","Team 7","QB","Baker Mayfield",16.1,18.42,"No","12",18.42,13.9,0
"1614","Team 7QB13","Team 7","QB","Matt Ryan",16.6,12.92,"Yes","13",29.46,12.92,1
"1615","Team 7QB13","Team 7","QB","Baker Mayfield",16,29.46,"No","13",29.46,12.92,0
"1616","Team 7QB14","Team 7","QB","Matt Ryan",18,7.26,"Yes","14",30.02,7.26,1
"1617","Team 7QB14","Team 7","QB","Baker Mayfield",14.6,30.02,"No","14",30.02,7.26,0
"1618","Team 7QB2","Team 7","QB","Matt Ryan",18.4,28.52,"Yes","2",28.52,12.38,0
"1619","Team 7QB2","Team 7","QB","Carson Wentz",17.6,12.38,"No","2",28.52,12.38,1
"1620","Team 7QB3","Team 7","QB","Matt Ryan",17.6,11.42,"Yes","3",21.5,11.42,1
"1621","Team 7QB3","Team 7","QB","Carson Wentz",17.3,21.5,"No","3",21.5,11.42,0
"1622","Team 7QB4","Team 7","QB","Matt Ryan",21.6,12.4,"Yes","4",21.42,12.4,1
"1623","Team 7QB4","Team 7","QB","Carson Wentz",14.2,21.42,"No","4",21.42,12.4,0
"1624","Team 7QB5","Team 7","QB","Matt Ryan",19.3,6.94,"Yes","5",17.42,6.94,1
"1625","Team 7QB5","Team 7","QB","Carson Wentz",15.9,17.42,"No","5",17.42,6.94,0
"1626","Team 7QB6","Team 7","QB","Matt Ryan",18.8,31.64,"Yes","6",31.64,31.64,0
"1627","Team 7QB7","Team 7","QB","Matt Ryan",19.7,17.52,"Yes","7",17.52,17.52,0
"1628","Team 7QB8","Team 7","QB","Matt Ryan",17.8,17.94,"Yes","8",17.94,7.78,0
"1629","Team 7QB8","Team 7","QB","Baker Mayfield",15.1,7.78,"No","8",17.94,7.78,1
"1630","Team 7QB9","Team 7","QB","Matt Ryan",18.1,22.36,"Yes","9",22.36,0,0
"1631","Team 7QB9","Team 7","QB","Baker Mayfield",0,0,"No","9",22.36,0,1
"1632","Team 7RB1","Team 7","RB","Todd Gurley II",15.6,13.7,"Yes","1",13.7,12.1,0
"1633","Team 7RB1","Team 7","RB","Phillip Lindsay",10,4.5,"No","1",13.7,12.1,1
"1634","Team 7RB1","Team 7","RB","Tevin Coleman",8.4,3.4,"No","1",13.7,12.1,1
"1635","Team 7RB1","Team 7","RB","Kareem Hunt",10.2,12.1,"No","1",13.7,12.1,0
"1636","Team 7RB1","Team 7","RB","Joe Mixon",15.3,6.1,"Yes","1",13.7,12.1,1
"1637","Team 7RB10","Team 7","RB","Phillip Lindsay",9.4,0.2,"Yes","10",16.2,0.2,0
"1638","Team 7RB10","Team 7","RB","Todd Gurley II",0,0,"No","10",16.2,0.2,1
"1639","Team 7RB10","Team 7","RB","Kareem Hunt",14.1,16.2,"Yes","10",16.2,0.2,0
"1640","Team 7RB10","Team 7","RB","Le'Veon Bell",0,0,"No","10",16.2,0.2,1
"1641","Team 7RB10","Team 7","RB","Joe Mixon",0,0,"No","10",16.2,0.2,1
"1642","Team 7RB11","Team 7","RB","Todd Gurley II",13.3,3.9,"Yes","11",10.6,9.1,1
"1643","Team 7RB11","Team 7","RB","Kareem Hunt",14.4,9.1,"Yes","11",10.6,9.1,0
"1644","Team 7RB11","Team 7","RB","Phillip Lindsay",7.7,8.2,"No","11",10.6,9.1,1
"1645","Team 7RB11","Team 7","RB","Joe Mixon",0,0,"No","11",10.6,9.1,1
"1646","Team 7RB11","Team 7","RB","Le'Veon Bell",8.1,10.6,"No","11",10.6,9.1,0
"1647","Team 7RB12","Team 7","RB","Kareem Hunt",14,6.2,"Yes","12",6.2,5.2,0
"1648","Team 7RB12","Team 7","RB","Phillip Lindsay",7.7,2,"No","12",6.2,5.2,1
"1649","Team 7RB12","Team 7","RB","Joe Mixon",0,0,"No","12",6.2,5.2,1
"1650","Team 7RB12","Team 7","RB","Todd Gurley II",0,0,"Yes","12",6.2,5.2,1
"1651","Team 7RB12","Team 7","RB","Le'Veon Bell",5.7,5.2,"No","12",6.2,5.2,0
"1652","Team 7RB13","Team 7","RB","Kareem Hunt",12.2,8.7,"Yes","13",8.7,7.5,0
"1653","Team 7RB13","Team 7","RB","Phillip Lindsay",7.1,2.6,"No","13",8.7,7.5,1
"1654","Team 7RB13","Team 7","RB","Joe Mixon",0,0,"No","13",8.7,7.5,1
"1655","Team 7RB13","Team 7","RB","Todd Gurley II",11.3,3,"Yes","13",8.7,7.5,1
"1656","Team 7RB13","Team 7","RB","Le'Veon Bell",6.4,7.5,"No","13",8.7,7.5,0
"1657","Team 7RB14","Team 7","RB","Todd Gurley II",10.3,5.1,"Yes","14",29,5.5,1
"1658","Team 7RB14","Team 7","RB","Phillip Lindsay",8.3,5.1,"No","14",29,5.5,1
"1659","Team 7RB14","Team 7","RB","Joe Mixon",0,0,"No","14",29,5.5,1
"1660","Team 7RB14","Team 7","RB","Kareem Hunt",11.1,29,"Yes","14",29,5.5,0
"1661","Team 7RB14","Team 7","RB","Le'Veon Bell",5.7,5.5,"No","14",29,5.5,0
"1662","Team 7RB2","Team 7","RB","Todd Gurley II",14.2,6.1,"Yes","2",24.1,12.6,1
"1663","Team 7RB2","Team 7","RB","Phillip Lindsay",0,0,"No","2",24.1,12.6,1
"1664","Team 7RB2","Team 7","RB","Tevin Coleman",6.5,6,"No","2",24.1,12.6,1
"1665","Team 7RB2","Team 7","RB","Kareem Hunt",13.6,24.1,"Yes","2",24.1,12.6,0
"1666","Team 7RB2","Team 7","RB","Joe Mixon",14.9,12.6,"Yes","2",24.1,12.6,0
"1667","Team 7RB3","Team 7","RB","Kareem Hunt",13,14.4,"Yes","3",15.2,14.4,0
"1668","Team 7RB3","Team 7","RB","Phillip Lindsay",0,0,"No","3",15.2,14.4,1
"1669","Team 7RB3","Team 7","RB","Tevin Coleman",0,0,"No","3",15.2,14.4,1
"1670","Team 7RB3","Team 7","RB","Todd Gurley II",13,15.2,"No","3",15.2,14.4,0
"1671","Team 7RB3","Team 7","RB","Joe Mixon",15,8.5,"Yes","3",15.2,14.4,1
"1672","Team 7RB4","Team 7","RB","Kareem Hunt",14.1,19.1,"Yes","4",42.1,19.3,1
"1673","Team 7RB4","Team 7","RB","Phillip Lindsay",0,0,"No","4",42.1,19.3,1
"1674","Team 7RB4","Team 7","RB","Tevin Coleman",0,0,"No","4",42.1,19.3,1
"1675","Team 7RB4","Team 7","RB","Todd Gurley II",13.5,19.3,"Yes","4",42.1,19.3,0
"1676","Team 7RB4","Team 7","RB","Joe Mixon",16.1,42.1,"Yes","4",42.1,19.3,0
"1677","Team 7RB5","Team 7","RB","Kareem Hunt",16.5,18.3,"Yes","5",25,18.3,0
"1678","Team 7RB5","Team 7","RB","Phillip Lindsay",0,0,"No","5",25,18.3,1
"1679","Team 7RB5","Team 7","RB","Tevin Coleman",0,0,"No","5",25,18.3,1
"1680","Team 7RB5","Team 7","RB","Todd Gurley II",16.1,25,"Yes","5",25,18.3,0
"1681","Team 7RB5","Team 7","RB","Le'Veon Bell",13.1,7.7,"No","5",25,18.3,1
"1682","Team 7RB5","Team 7","RB","Joe Mixon",15.4,15.4,"Yes","5",25,18.3,1
"1683","Team 7RB6","Team 7","RB","Joe Mixon",16.8,14.9,"Yes","6",14.9,10.1,0
"1684","Team 7RB6","Team 7","RB","Kareem Hunt",18.6,7.7,"Yes","6",14.9,10.1,1
"1685","Team 7RB6","Team 7","RB","Le'Veon Bell",0,0,"No","6",14.9,10.1,1
"1686","Team 7RB6","Team 7","RB","Phillip Lindsay",12.2,10.1,"No","6",14.9,10.1,0
"1687","Team 7RB6","Team 7","RB","Todd Gurley II",14.4,9.7,"Yes","6",14.9,10.1,1
"1688","Team 7RB7","Team 7","RB","Joe Mixon",0,0,"Yes","7",22.2,19.2,1
"1689","Team 7RB7","Team 7","RB","Kareem Hunt",19,19.2,"Yes","7",22.2,19.2,0
"1690","Team 7RB7","Team 7","RB","Phillip Lindsay",7.6,7.9,"No","7",22.2,19.2,1
"1691","Team 7RB7","Team 7","RB","Todd Gurley II",16.2,22.2,"Yes","7",22.2,19.2,0
"1692","Team 7RB7","Team 7","RB","Le'Veon Bell",7.6,3.9,"No","7",22.2,19.2,1
"1693","Team 7RB8","Team 7","RB","Todd Gurley II",16.6,10.6,"Yes","8",15.6,10.6,0
"1694","Team 7RB8","Team 7","RB","Phillip Lindsay",7.1,15.6,"No","8",15.6,10.6,0
"1695","Team 7RB8","Team 7","RB","Joe Mixon",0,0,"No","8",15.6,10.6,1
"1696","Team 7RB8","Team 7","RB","Kareem Hunt",20.3,9.3,"Yes","8",15.6,10.6,1
"1697","Team 7RB8","Team 7","RB","Le'Veon Bell",10.3,6.8,"No","8",15.6,10.6,1
"1698","Team 7RB9","Team 7","RB","Todd Gurley II",15.7,13.5,"Yes","9",13.5,2.3,0
"1699","Team 7RB9","Team 7","RB","Kareem Hunt",0,0,"No","9",13.5,2.3,1
"1700","Team 7RB9","Team 7","RB","Phillip Lindsay",7.6,2.3,"No","9",13.5,2.3,0
"1701","Team 7RB9","Team 7","RB","Joe Mixon",0,0,"No","9",13.5,2.3,1
"1702","Team 7RB9","Team 7","RB","Le'Veon Bell",10,1.3,"Yes","9",13.5,2.3,1
"1703","Team 7TE1","Team 7","TE","Darren Waller",13.2,10.5,"Yes","1",10.5,10.5,0
"1704","Team 7TE10","Team 7","TE","Darren Waller",16.1,6.7,"Yes","10",6.7,6.7,0
"1705","Team 7TE11","Team 7","TE","Darren Waller",15.3,21.8,"Yes","11",21.8,21.8,0
"1706","Team 7TE12","Team 7","TE","Darren Waller",16,6.3,"Yes","12",6.3,6.3,0
"1707","Team 7TE13","Team 7","TE","Darren Waller",15.4,45,"Yes","13",45,45,0
"1708","Team 7TE14","Team 7","TE","Darren Waller",16.4,14.5,"Yes","14",14.5,14.5,0
"1709","Team 7TE2","Team 7","TE","Darren Waller",13.2,28.5,"Yes","2",28.5,28.5,0
"1710","Team 7TE3","Team 7","TE","Darren Waller",13.2,2.9,"Yes","3",2.9,2.9,0
"1711","Team 7TE4","Team 7","TE","Darren Waller",12.7,15.8,"Yes","4",15.8,15.8,0
"1712","Team 7TE5","Team 7","TE","Darren Waller",14.8,15.8,"Yes","5",15.8,15.8,0
"1713","Team 7TE6","Team 7","TE","Darren Waller",0,0,"No","6",0,0,0
"1714","Team 7TE6","Team 7","TE","Mike Gesicki",9.7,0,"Yes","6",0,0,0
"1715","Team 7TE7","Team 7","TE","Darren Waller",14.5,17,"Yes","7",17,0,0
"1716","Team 7TE7","Team 7","TE","Mike Gesicki",0,0,"No","7",17,0,1
"1717","Team 7TE8","Team 7","TE","Darren Waller",14.1,7.7,"Yes","8",7.7,7.7,0
"1718","Team 7TE9","Team 7","TE","Darren Waller",16.5,13.2,"Yes","9",13.2,13.2,0
"1719","Team 7WR1","Team 7","WR","Tyler Lockett",14.6,17.2,"Yes","1",17.6,17.2,0
"1720","Team 7WR1","Team 7","WR","Michael Thomas",20.3,4.7,"Yes","1",17.6,17.2,1
"1721","Team 7WR1","Team 7","WR","Brandin Cooks",8.8,4,"No","1",17.6,17.2,1
"1722","Team 7WR1","Team 7","WR","Mike Evans",12.5,7.2,"No","1",17.6,17.2,1
"1723","Team 7WR1","Team 7","WR","Anthony Miller",8.7,17.6,"No","1",17.6,17.2,0
"1724","Team 7WR1","Team 7","WR","Marquise Brown",11.9,15.1,"Yes","1",17.6,17.2,1
"1725","Team 7WR10","Team 7","WR","Brandin Cooks",13.3,9.9,"Yes","10",19.7,11.6,1
"1726","Team 7WR10","Team 7","WR","Tyler Lockett",16,11.6,"Yes","10",19.7,11.6,0
"1727","Team 7WR10","Team 7","WR","Marquise Brown",11.2,3.4,"No","10",19.7,11.6,1
"1728","Team 7WR10","Team 7","WR","Michael Thomas",15.7,4.7,"Yes","10",19.7,11.6,1
"1729","Team 7WR10","Team 7","WR","Mike Evans",12,19.7,"No","10",19.7,11.6,0
"1730","Team 7WR11","Team 7","WR","Michael Thomas",13,19.4,"Yes","11",21.7,19.4,0
"1731","Team 7WR11","Team 7","WR","Tyler Lockett",18.7,21.7,"Yes","11",21.7,19.4,0
"1732","Team 7WR11","Team 7","WR","Brandin Cooks",14.1,12.5,"Yes","11",21.7,19.4,1
"1733","Team 7WR11","Team 7","WR","Mike Evans",12.8,15.9,"No","11",21.7,19.4,1
"1734","Team 7WR11","Team 7","WR","Marquise Brown",11.8,0,"No","11",21.7,19.4,1
"1735","Team 7WR12","Team 7","WR","Tyler Lockett",16.6,5.3,"Yes","12",20,18.5,1
"1736","Team 7WR12","Team 7","WR","Marquise Brown",9.9,18.5,"No","12",20,18.5,0
"1737","Team 7WR12","Team 7","WR","Brandin Cooks",15.5,13.5,"Yes","12",20,18.5,1
"1738","Team 7WR12","Team 7","WR","Michael Thomas",14.1,9.1,"Yes","12",20,18.5,1
"1739","Team 7WR12","Team 7","WR","Mike Evans",14.3,20,"No","12",20,18.5,0
"1740","Team 7WR13","Team 7","WR","Tyler Lockett",14.8,12.3,"Yes","13",19.5,14.9,1
"1741","Team 7WR13","Team 7","WR","Marquise Brown",10.4,14.9,"No","13",19.5,14.9,0
"1742","Team 7WR13","Team 7","WR","Brandin Cooks",14.7,11.5,"Yes","13",19.5,14.9,1
"1743","Team 7WR13","Team 7","WR","Michael Thomas",16.2,19.5,"Yes","13",19.5,14.9,0
"1744","Team 7WR13","Team 7","WR","Mike Evans",0,0,"No","13",19.5,14.9,1
"1745","Team 7WR14","Team 7","WR","Tyler Lockett",15.2,10.2,"Yes","14",16.4,13,1
"1746","Team 7WR14","Team 7","WR","Michael Thomas",16,16.4,"Yes","14",16.4,13,0
"1747","Team 7WR14","Team 7","WR","Brandin Cooks",0,0,"No","14",16.4,13,1
"1748","Team 7WR14","Team 7","WR","Marquise Brown",10.4,13,"No","14",16.4,13,0
"1749","Team 7WR14","Team 7","WR","Mike Evans",14.6,8.6,"Yes","14",16.4,13,1
"1750","Team 7WR2","Team 7","WR","Tyler Lockett",13.7,19.7,"Yes","2",23.4,19.7,0
"1751","Team 7WR2","Team 7","WR","Mike Evans",17.4,23.4,"Yes","2",23.4,19.7,0
"1752","Team 7WR2","Team 7","WR","Brandin Cooks",10.1,14.5,"No","2",23.4,19.7,1
"1753","Team 7WR2","Team 7","WR","Michael Thomas",0,0,"No","2",23.4,19.7,1
"1754","Team 7WR2","Team 7","WR","Anthony Miller",9.4,0,"No","2",23.4,19.7,1
"1755","Team 7WR2","Team 7","WR","Marquise Brown",12.8,9.2,"No","2",23.4,19.7,1
"1756","Team 7WR3","Team 7","WR","Tyler Lockett",15.7,37,"Yes","3",37,14.2,0
"1757","Team 7WR3","Team 7","WR","Mike Evans",14.5,14.2,"Yes","3",37,14.2,0
"1758","Team 7WR3","Team 7","WR","Brandin Cooks",10.6,5.3,"No","3",37,14.2,1
"1759","Team 7WR3","Team 7","WR","Michael Thomas",0,0,"No","3",37,14.2,1
"1760","Team 7WR3","Team 7","WR","Anthony Miller",7.9,13,"No","3",37,14.2,1
"1761","Team 7WR3","Team 7","WR","Marquise Brown",14.1,3.3,"Yes","3",37,14.2,1
"1762","Team 7WR4","Team 7","WR","Tyler Lockett",17.9,5.9,"Yes","4",25.2,12.6,1
"1763","Team 7WR4","Team 7","WR","Mike Evans",14.7,25.2,"Yes","4",25.2,12.6,0
"1764","Team 7WR4","Team 7","WR","Brandin Cooks",11.5,0,"No","4",25.2,12.6,1
"1765","Team 7WR4","Team 7","WR","Michael Thomas",0,0,"No","4",25.2,12.6,1
"1766","Team 7WR4","Team 7","WR","Anthony Miller",8.6,4.6,"No","4",25.2,12.6,1
"1767","Team 7WR4","Team 7","WR","Marquise Brown",12.5,12.6,"No","4",25.2,12.6,0
"1768","Team 7WR5","Team 7","WR","Tyler Lockett",16.8,8.4,"Yes","5",30.1,19.8,1
"1769","Team 7WR5","Team 7","WR","Brandin Cooks",9.1,30.1,"No","5",30.1,19.8,0
"1770","Team 7WR5","Team 7","WR","Michael Thomas",0,0,"No","5",30.1,19.8,1
"1771","Team 7WR5","Team 7","WR","Mike Evans",14.8,15.1,"Yes","5",30.1,19.8,1
"1772","Team 7WR5","Team 7","WR","Marquise Brown",13.6,19.8,"No","5",30.1,19.8,0
"1773","Team 7WR6","Team 7","WR","Michael Thomas",0,0,"No","6",21.8,9.7,1
"1774","Team 7WR6","Team 7","WR","Mike Evans",14.2,2,"Yes","6",21.8,9.7,1
"1775","Team 7WR6","Team 7","WR","Marquise Brown",14.1,9.7,"Yes","6",21.8,9.7,0
"1776","Team 7WR6","Team 7","WR","Brandin Cooks",12.6,21.8,"No","6",21.8,9.7,0
"1777","Team 7WR6","Team 7","WR","Tyler Lockett",0,0,"No","6",21.8,9.7,1
"1778","Team 7WR7","Team 7","WR","Tyler Lockett",16.7,53,"Yes","7",53,13,0
"1779","Team 7WR7","Team 7","WR","Michael Thomas",0,0,"No","7",53,13,1
"1780","Team 7WR7","Team 7","WR","Mike Evans",13.5,5.7,"Yes","7",53,13,1
"1781","Team 7WR7","Team 7","WR","Brandin Cooks",12,13,"No","7",53,13,0
"1782","Team 7WR7","Team 7","WR","Marquise Brown",0,0,"No","7",53,13,1
"1783","Team 7WR8","Team 7","WR","Marquise Brown",13.7,7.3,"Yes","8",16.5,7.3,0
"1784","Team 7WR8","Team 7","WR","Michael Thomas",0,0,"No","8",16.5,7.3,1
"1785","Team 7WR8","Team 7","WR","Brandin Cooks",0,0,"No","8",16.5,7.3,1
"1786","Team 7WR8","Team 7","WR","Tyler Lockett",19.3,7.3,"Yes","8",16.5,7.3,0
"1787","Team 7WR8","Team 7","WR","Mike Evans",13.5,16.5,"Yes","8",16.5,7.3,0
"1788","Team 7WR9","Team 7","WR","Michael Thomas",18,10.1,"Yes","9",17.3,10.4,1
"1789","Team 7WR9","Team 7","WR","Marquise Brown",12.2,6.8,"Yes","9",17.3,10.4,1
"1790","Team 7WR9","Team 7","WR","Brandin Cooks",12.8,17.3,"No","9",17.3,10.4,0
"1791","Team 7WR9","Team 7","WR","Mike Evans",12.2,10.4,"No","9",17.3,10.4,0
"1792","Team 7WR9","Team 7","WR","Tyler Lockett",19.9,8,"Yes","9",17.3,10.4,1
"1793","Team 8D/ST1","Team 8","D/ST","Chargers D/ST",7.2,12,"Yes","1",12,12,0
"1794","Team 8D/ST10","Team 8","D/ST","Vikings D/ST",5.7,12,"Yes","10",12,12,0
"1795","Team 8D/ST11","Team 8","D/ST","Vikings D/ST",6.2,3,"Yes","11",3,3,0
"1796","Team 8D/ST12","Team 8","D/ST","Giants D/ST",6.9,12,"Yes","12",12,12,0
"1797","Team 8D/ST13","Team 8","D/ST","Vikings D/ST",6,11,"Yes","13",11,11,0
"1798","Team 8D/ST14","Team 8","D/ST","49ers D/ST",7,10,"Yes","14",10,10,0
"1799","Team 8D/ST2","Team 8","D/ST","Bears D/ST",8,13,"Yes","2",13,0,0
"1800","Team 8D/ST2","Team 8","D/ST","Chargers D/ST",2.9,0,"No","2",13,0,1
"1801","Team 8D/ST3","Team 8","D/ST","Chargers D/ST",7,4,"Yes","3",4,4,0
"1802","Team 8D/ST4","Team 8","D/ST","Seahawks D/ST",6.1,2,"Yes","4",2,2,0
"1803","Team 8D/ST5","Team 8","D/ST","Saints D/ST",5.7,2,"Yes","5",2,2,0
"1804","Team 8D/ST6","Team 8","D/ST","Bears D/ST",6.3,11,"Yes","6",11,11,0
"1805","Team 8D/ST7","Team 8","D/ST","Bears D/ST",5.5,10,"Yes","7",10,10,0
"1806","Team 8D/ST8","Team 8","D/ST","Saints D/ST",5.9,7,"Yes","8",7,7,0
"1807","Team 8D/ST9","Team 8","D/ST","Patriots D/ST",6.3,3,"Yes","9",3,3,0
"1808","Team 8K1","Team 8","K","Ryan Succop",7.3,4,"Yes","1",4,4,0
"1809","Team 8K10","Team 8","K","Ryan Succop",8.3,17,"Yes","10",17,17,0
"1810","Team 8K11","Team 8","K","Ryan Succop",9.1,6,"Yes","11",6,6,0
"1811","Team 8K12","Team 8","K","Ryan Succop",8.5,6,"Yes","12",6,6,0
"1812","Team 8K13","Team 8","K","Tyler Bass",8.3,10,"Yes","13",10,10,0
"1813","Team 8K14","Team 8","K","Tyler Bass",8.9,8,"Yes","14",8,8,0
"1814","Team 8K2","Team 8","K","Ryan Succop",7.3,7,"Yes","2",7,7,0
"1815","Team 8K3","Team 8","K","Ryan Succop",7,9,"Yes","3",9,9,0
"1816","Team 8K4","Team 8","K","Ryan Succop",7.6,7,"Yes","4",7,7,0
"1817","Team 8K5","Team 8","K","Ryan Succop",8.2,14,"Yes","5",14,14,0
"1818","Team 8K6","Team 8","K","Ryan Succop",8.5,10,"Yes","6",10,10,0
