"","unique","Team","Position","Name","Projected","Points","Starter","Week","Largest","SecLargest","BadDecision"
"1","Team 10D/ST1","Team 10","D/ST","Steelers D/ST",8.2,10,"Yes","1",17,10,1
"2","Team 10D/ST1","Team 10","D/ST","Saints D/ST",4.7,17,"No","1",17,10,0
"3","Team 10D/ST10","Team 10","D/ST","Steelers D/ST",6.5,11,"No","10",11,2,0
"4","Team 10D/ST10","Team 10","D/ST","Eagles D/ST",7.5,2,"Yes","10",11,2,1
"5","Team 10D/ST11","Team 10","D/ST","Steelers D/ST",7.2,16,"Yes","11",16,16,0
"6","Team 10D/ST12","Team 10","D/ST","Steelers D/ST",7.5,16,"Yes","12",16,16,0
"7","Team 10D/ST13","Team 10","D/ST","Steelers D/ST",7.5,3,"Yes","13",3,3,0
"8","Team 10D/ST14","Team 10","D/ST","Chiefs D/ST",6.8,13,"Yes","14",13,5,0
"9","Team 10D/ST14","Team 10","D/ST","Steelers D/ST",5.6,5,"No","14",13,5,1
"10","Team 10D/ST2","Team 10","D/ST","Steelers D/ST",7.9,13,"Yes","2",13,13,0
"11","Team 10D/ST3","Team 10","D/ST","Steelers D/ST",8.3,9,"Yes","3",9,9,0
"12","Team 10D/ST4","Team 10","D/ST","Saints D/ST",5.5,6,"Yes","4",6,0,0
"13","Team 10D/ST4","Team 10","D/ST","Steelers D/ST",0,0,"No","4",6,0,1
"14","Team 10D/ST5","Team 10","D/ST","Steelers D/ST",7.7,8,"Yes","5",8,8,0
"15","Team 10D/ST6","Team 10","D/ST","Steelers D/ST",6,19,"Yes","6",19,19,0
"16","Team 10D/ST7","Team 10","D/ST","Eagles D/ST",7.3,9,"Yes","7",9,4,0
"17","Team 10D/ST7","Team 10","D/ST","Steelers D/ST",5.1,4,"No","7",9,4,1
"18","Team 10D/ST8","Team 10","D/ST","Steelers D/ST",5.6,13,"No","8",21,13,1
"19","Team 10D/ST8","Team 10","D/ST","Eagles D/ST",7.7,21,"Yes","8",21,13,0
"20","Team 10D/ST9","Team 10","D/ST","Eagles D/ST",0,0,"No","9",5,0,1
"21","Team 10D/ST9","Team 10","D/ST","Steelers D/ST",7.2,5,"Yes","9",5,0,0
"22","Team 10K1","Team 10","K","Matt Prater",8.3,11,"Yes","1",11,11,0
"23","Team 10K10","Team 10","K","Daniel Carlson",9.1,15,"Yes","10",15,15,0
"24","Team 10K11","Team 10","K","Daniel Carlson",8.9,7,"Yes","11",7,7,0
"25","Team 10K12","Team 10","K","Daniel Carlson",8.5,6,"Yes","12",6,6,0
"26","Team 10K13","Team 10","K","Daniel Carlson",7.9,8,"Yes","13",8,8,0
"27","Team 10K14","Team 10","K","Daniel Carlson",8.7,9,"Yes","14",9,9,0
"28","Team 10K2","Team 10","K","Matt Prater",8,2,"Yes","2",2,2,0
"29","Team 10K3","Team 10","K","Mason Crosby",7.1,16,"Yes","3",16,16,0
"30","Team 10K4","Team 10","K","Mason Crosby",8.4,7,"Yes","4",7,7,0
"31","Team 10K5","Team 10","K","Randy Bullock",8.6,3,"Yes","5",3,3,0
"32","Team 10K6","Team 10","K","Mason Crosby",9.1,4,"Yes","6",4,4,0
"33","Team 10K7","Team 10","K","Mason Crosby",8,5,"Yes","7",5,5,0
"34","Team 10K8","Team 10","K","Randy Bullock",8.3,7,"Yes","8",7,7,0
"35","Team 10K9","Team 10","K","Daniel Carlson",8.7,7,"No","9",7,7,0
"36","Team 10QB1","Team 10","QB","Ben Roethlisberger",18.3,22.06,"Yes","1",31.78,22.06,1
"37","Team 10QB1","Team 10","QB","Russell Wilson",19.8,31.78,"No","1",31.78,22.06,0
"38","Team 10QB10","Team 10","QB","Russell Wilson",23.5,9.92,"Yes","10",9.92,9.92,0
"39","Team 10QB11","Team 10","QB","Russell Wilson",24.4,20.08,"Yes","11",20.08,20.08,0
"40","Team 10QB12","Team 10","QB","Russell Wilson",23.7,14.4,"Yes","12",14.4,14.4,0
"41","Team 10QB13","Team 10","QB","Russell Wilson",21.4,15.02,"Yes","13",18.2,15.02,1
"42","Team 10QB13","Team 10","QB","Ben Roethlisberger",17.8,18.2,"No","13",18.2,15.02,0
"43","Team 10QB14","Team 10","QB","Russell Wilson",22.1,22.14,"Yes","14",22.14,13.48,0
"44","Team 10QB14","Team 10","QB","Ben Roethlisberger",19.2,13.48,"No","14",22.14,13.48,1
"45","Team 10QB2","Team 10","QB","Russell Wilson",18.2,33.42,"Yes","2",33.42,18.24,0
"46","Team 10QB2","Team 10","QB","Ben Roethlisberger",15.8,18.24,"No","2",33.42,18.24,1
"47","Team 10QB3","Team 10","QB","Russell Wilson",21.3,36.8,"Yes","3",36.8,19.18,0
"48","Team 10QB3","Team 10","QB","Ben Roethlisberger",18.6,19.18,"No","3",36.8,19.18,1
"49","Team 10QB4","Team 10","QB","Russell Wilson",23.8,20.9,"Yes","4",20.9,0,0
"50","Team 10QB4","Team 10","QB","Ben Roethlisberger",0,0,"No","4",20.9,0,1
"51","Team 10QB5","Team 10","QB","Russell Wilson",24.2,24.48,"Yes","5",24.48,21.36,0
"52","Team 10QB5","Team 10","QB","Ben Roethlisberger",18.5,21.36,"No","5",24.48,21.36,1
"53","Team 10QB6","Team 10","QB","Ben Roethlisberger",19.8,10.98,"Yes","6",10.98,0,0
"54","Team 10QB6","Team 10","QB","Russell Wilson",0,0,"No","6",10.98,0,1
"55","Team 10QB7","Team 10","QB","Russell Wilson",23.1,29.92,"Yes","7",29.92,29.92,0
"56","Team 10QB8","Team 10","QB","Russell Wilson",23.4,28.74,"Yes","8",28.74,8.62,0
"57","Team 10QB8","Team 10","QB","Carson Wentz",20.2,8.62,"No","8",28.74,8.62,1
"58","Team 10QB9","Team 10","QB","Russell Wilson",25.6,22.1,"Yes","9",22.1,22.1,0
"59","Team 10RB1","Team 10","RB","Austin Ekeler",15.6,9.7,"Yes","1",19.9,16.1,1
"60","Team 10RB1","Team 10","RB","James White",10.9,8.2,"No","1",19.9,16.1,1
"61","Team 10RB1","Team 10","RB","Jordan Howard",8.8,6.7,"No","1",19.9,16.1,1
"62","Team 10RB1","Team 10","RB","Derrick Henry",17.3,16.1,"Yes","1",19.9,16.1,0
"63","Team 10RB1","Team 10","RB","David Johnson",14.9,19.9,"Yes","1",19.9,16.1,0
"64","Team 10RB10","Team 10","RB","Derrick Henry",16,11.9,"Yes","10",22.5,11.9,0
"65","Team 10RB10","Team 10","RB","Antonio Gibson",16.1,22.5,"Yes","10",22.5,11.9,0
"66","Team 10RB10","Team 10","RB","David Johnson",0,0,"No","10",22.5,11.9,1
"67","Team 10RB10","Team 10","RB","Austin Ekeler",0,0,"No","10",22.5,11.9,1
"68","Team 10RB10","Team 10","RB","Duke Johnson",15.7,5.4,"Yes","10",22.5,11.9,1
"69","Team 10RB10","Team 10","RB","Darrell Henderson Jr.",12.1,10.3,"No","10",22.5,11.9,1
"70","Team 10RB10","Team 10","RB","Giovani Bernard",14.5,8.7,"No","10",22.5,11.9,1
"71","Team 10RB11","Team 10","RB","Derrick Henry",16.8,20.2,"Yes","11",20.2,17.4,0
"72","Team 10RB11","Team 10","RB","Antonio Gibson",15.5,17.4,"Yes","11",20.2,17.4,0
"73","Team 10RB11","Team 10","RB","Salvon Ahmed",9.9,12.4,"No","11",20.2,17.4,1
"74","Team 10RB11","Team 10","RB","Austin Ekeler",0,0,"No","11",20.2,17.4,1
"75","Team 10RB11","Team 10","RB","David Johnson",0,0,"No","11",20.2,17.4,1
"76","Team 10RB11","Team 10","RB","Duke Johnson",14.5,6.5,"No","11",20.2,17.4,1
"77","Team 10RB12","Team 10","RB","Derrick Henry",17.1,38.5,"Yes","12",38.5,36.6,0
"78","Team 10RB12","Team 10","RB","Antonio Gibson",15.3,36.6,"Yes","12",38.5,36.6,0
"79","Team 10RB12","Team 10","RB","Duke Johnson",14.5,17,"No","12",38.5,36.6,1
"80","Team 10RB12","Team 10","RB","Austin Ekeler",17,23.9,"Yes","12",38.5,36.6,1
"81","Team 10RB12","Team 10","RB","Jordan Wilkins",13.7,8.7,"No","12",38.5,36.6,1
"82","Team 10RB12","Team 10","RB","David Johnson",0,0,"No","12",38.5,36.6,1
"83","Team 10RB13","Team 10","RB","Derrick Henry",20.4,5.9,"Yes","13",10.8,10.4,1
"84","Team 10RB13","Team 10","RB","Duke Johnson",6.9,9.2,"No","13",10.8,10.4,1
"85","Team 10RB13","Team 10","RB","David Johnson",12.9,10.4,"No","13",10.8,10.4,0
"86","Team 10RB13","Team 10","RB","Antonio Gibson",14.6,1.4,"Yes","13",10.8,10.4,1
"87","Team 10RB13","Team 10","RB","Austin Ekeler",21.3,10.8,"Yes","13",10.8,10.4,0
"88","Team 10RB13","Team 10","RB","Frank Gore",10.4,0.2,"No","13",10.8,10.4,1
"89","Team 10RB14","Team 10","RB","Derrick Henry",21.7,36.2,"Yes","14",36.2,23.6,0
"90","Team 10RB14","Team 10","RB","Austin Ekeler",18.7,23.6,"Yes","14",36.2,23.6,0
"91","Team 10RB14","Team 10","RB","Antonio Gibson",0,0,"No","14",36.2,23.6,1
"92","Team 10RB14","Team 10","RB","David Johnson",0,0,"No","14",36.2,23.6,1
"93","Team 10RB14","Team 10","RB","Duke Johnson",13.4,7.9,"Yes","14",36.2,23.6,1
"94","Team 10RB2","Team 10","RB","David Johnson",16.3,7,"Yes","2",18.8,12.2,1
"95","Team 10RB2","Team 10","RB","Derrick Henry",21.1,8.4,"Yes","2",18.8,12.2,1
"96","Team 10RB2","Team 10","RB","James White",0,0,"No","2",18.8,12.2,1
"97","Team 10RB2","Team 10","RB","Austin Ekeler",15.7,18.8,"No","2",18.8,12.2,0
"98","Team 10RB2","Team 10","RB","Antonio Gibson",9.3,12.2,"No","2",18.8,12.2,0
"99","Team 10RB3","Team 10","RB","Derrick Henry",17.5,27,"Yes","3",31.3,27,0
"100","Team 10RB3","Team 10","RB","Austin Ekeler",16.8,31.3,"Yes","3",31.3,27,0
"101","Team 10RB3","Team 10","RB","Joshua Kelley",11.7,5.2,"No","3",31.3,27,1
"102","Team 10RB3","Team 10","RB","David Johnson",14.6,12.6,"No","3",31.3,27,1
"103","Team 10RB3","Team 10","RB","Darrell Henderson Jr.",11.3,19,"No","3",31.3,27,1
"104","Team 10RB3","Team 10","RB","Antonio Gibson",11.5,13,"No","3",31.3,27,1
"105","Team 10RB4","Team 10","RB","Austin Ekeler",17.3,2.4,"Yes","4",22.8,11.2,1
"106","Team 10RB4","Team 10","RB","Darrell Henderson Jr.",15.5,4.7,"Yes","4",22.8,11.2,1
"107","Team 10RB4","Team 10","RB","Derrick Henry",0,0,"No","4",22.8,11.2,1
"108","Team 10RB4","Team 10","RB","David Johnson",13.7,11.2,"Yes","4",22.8,11.2,0
"109","Team 10RB4","Team 10","RB","Antonio Gibson",10.8,22.8,"No","4",22.8,11.2,0
"110","Team 10RB5","Team 10","RB","David Johnson",14.9,12.3,"Yes","5",21.8,20.2,1
"111","Team 10RB5","Team 10","RB","Antonio Gibson",13.3,10.1,"Yes","5",21.8,20.2,1
"112","Team 10RB5","Team 10","RB","Chase Edmonds",9.8,20.2,"No","5",21.8,20.2,0
"113","Team 10RB5","Team 10","RB","Derrick Henry",18.1,19.3,"No","5",21.8,20.2,1
"114","Team 10RB5","Team 10","RB","Austin Ekeler",0,0,"No","5",21.8,20.2,1
"115","Team 10RB5","Team 10","RB","Darrell Henderson Jr.",10.4,21.8,"No","5",21.8,20.2,0
"116","Team 10RB6","Team 10","RB","Derrick Henry",19.8,40.4,"Yes","6",40.4,13.9,0
"117","Team 10RB6","Team 10","RB","Antonio Gibson",15.2,9.5,"Yes","6",40.4,13.9,1
"118","Team 10RB6","Team 10","RB","Austin Ekeler",0,0,"No","6",40.4,13.9,1
"119","Team 10RB6","Team 10","RB","David Johnson",14.4,13.9,"No","6",40.4,13.9,0
"120","Team 10RB6","Team 10","RB","Darrell Henderson Jr.",11.2,9.2,"No","6",40.4,13.9,1
"121","Team 10RB6","Team 10","RB","Chase Edmonds",11.1,3.9,"No","6",40.4,13.9,1
"122","Team 10RB7","Team 10","RB","Derrick Henry",20.5,15.2,"Yes","7",20.6,18.8,1
"123","Team 10RB7","Team 10","RB","David Johnson",15.4,16.4,"Yes","7",20.6,18.8,1
"124","Team 10RB7","Team 10","RB","Giovani Bernard",15,20.6,"No","7",20.6,18.8,0
"125","Team 10RB7","Team 10","RB","Darrell Henderson Jr.",12.2,9.6,"No","7",20.6,18.8,1
"126","Team 10RB7","Team 10","RB","Austin Ekeler",0,0,"No","7",20.6,18.8,1
"127","Team 10RB7","Team 10","RB","Antonio Gibson",16.5,18.8,"Yes","7",20.6,18.8,0
"128","Team 10RB8","Team 10","RB","Derrick Henry",22.9,17.2,"Yes","8",22.8,17.2,0
"129","Team 10RB8","Team 10","RB","Darrell Henderson Jr.",13.2,6.8,"Yes","8",22.8,17.2,1
"130","Team 10RB8","Team 10","RB","Austin Ekeler",0,0,"No","8",22.8,17.2,1
"131","Team 10RB8","Team 10","RB","Giovani Bernard",16.3,22.8,"Yes","8",22.8,17.2,0
"132","Team 10RB8","Team 10","RB","Antonio Gibson",0,0,"No","8",22.8,17.2,1
"133","Team 10RB8","Team 10","RB","David Johnson",0,0,"No","8",22.8,17.2,1
"134","Team 10RB9","Team 10","RB","Derrick Henry",19.2,6.8,"Yes","9",12.5,6.8,0
"135","Team 10RB9","Team 10","RB","David Johnson",16.4,1.6,"Yes","9",12.5,6.8,1
"136","Team 10RB9","Team 10","RB","Darrell Henderson Jr.",0,0,"No","9",12.5,6.8,1
"137","Team 10RB9","Team 10","RB","Austin Ekeler",0,0,"No","9",12.5,6.8,1
"138","Team 10RB9","Team 10","RB","Antonio Gibson",13.8,12.5,"Yes","9",12.5,6.8,0
"139","Team 10RB9","Team 10","RB","Giovani Bernard",0,0,"No","9",12.5,6.8,1
"140","Team 10TE1","Team 10","TE","Noah Fant",9.9,19.1,"Yes","1",19.1,6,0
"141","Team 10TE1","Team 10","TE","Mike Gesicki",9,6,"No","1",19.1,6,1
"142","Team 10TE10","Team 10","TE","Jared Cook",8.4,0,"Yes","10",0,0,0
"143","Team 10TE11","Team 10","TE","Jared Cook",6.3,1.6,"No","11",2.8,1.6,1
"144","Team 10TE11","Team 10","TE","Logan Thomas",8.2,2.8,"Yes","11",2.8,1.6,0
"145","Team 10TE12","Team 10","TE","Jonnu Smith",8.5,0,"Yes","12",13.42,0,1
"146","Team 10TE12","Team 10","TE","Logan Thomas",8.3,13.42,"No","12",13.42,0,0
"147","Team 10TE13","Team 10","TE","Noah Fant",9.9,9.7,"Yes","13",24.8,9.7,1
"148","Team 10TE13","Team 10","TE","Logan Thomas",7.7,24.8,"No","13",24.8,9.7,0
"149","Team 10TE14","Team 10","TE","Noah Fant",9.4,0,"Yes","14",10.3,0,1
"150","Team 10TE14","Team 10","TE","Logan Thomas",9.3,10.3,"No","14",10.3,0,0
"151","Team 10TE2","Team 10","TE","Noah Fant",8.9,17.7,"No","2",17.7,7,0
"152","Team 10TE2","Team 10","TE","Dallas Goedert",9.8,7,"Yes","2",17.7,7,1
"153","Team 10TE3","Team 10","TE","Noah Fant",9.3,9.6,"No","3",11.1,9.6,1
"154","Team 10TE3","Team 10","TE","Jonnu Smith",10.1,11.1,"Yes","3",11.1,9.6,0
"155","Team 10TE4","Team 10","TE","Noah Fant",10.7,8.5,"Yes","4",8.5,0,0
"156","Team 10TE4","Team 10","TE","Jonnu Smith",0,0,"No","4",8.5,0,1
"157","Team 10TE5","Team 10","TE","Dalton Schultz",9.1,1.6,"Yes","5",21,1.6,1
"158","Team 10TE5","Team 10","TE","Jonnu Smith",12.1,21,"No","5",21,1.6,0
"159","Team 10TE6","Team 10","TE","Jonnu Smith",11.5,2.3,"Yes","6",2.3,2.3,0
"160","Team 10TE7","Team 10","TE","Jonnu Smith",11.9,1.9,"Yes","7",1.9,1.9,0
"161","Team 10TE8","Team 10","TE","Jonnu Smith",9.8,4.9,"Yes","8",4.9,4.9,0
"162","Team 10TE9","Team 10","TE","Robert Tonyan",8.5,1.5,"No","9",3,1.5,1
"163","Team 10TE9","Team 10","TE","Jared Cook",9.4,3,"Yes","9",3,1.5,0
"164","Team 10WR1","Team 10","WR","Adam Thielen",15.7,31,"Yes","1",31,28.2,0
"165","Team 10WR1","Team 10","WR","Terry McLaurin",13,11.1,"Yes","1",31,28.2,1
"166","Team 10WR1","Team 10","WR","Darius Slayton",9.3,28.2,"No","1",31,28.2,0
"167","Team 10WR1","Team 10","WR","Tyler Boyd",11.7,7.3,"No","1",31,28.2,1
"168","Team 10WR10","Team 10","WR","Tyler Boyd",14.4,10.1,"Yes","10",20.3,17.2,1
"169","Team 10WR10","Team 10","WR","Terry McLaurin",17.4,17.2,"Yes","10",20.3,17.2,0
"170","Team 10WR10","Team 10","WR","John Brown",12.9,13.2,"No","10",20.3,17.2,1
"171","Team 10WR10","Team 10","WR","Adam Thielen",14,20.3,"No","10",20.3,17.2,0
"172","Team 10WR11","Team 10","WR","Tyler Boyd",14.6,17.5,"Yes","11",32.3,17.5,0
"173","Team 10WR11","Team 10","WR","Terry McLaurin",16.1,13.4,"Yes","11",32.3,17.5,1
"174","Team 10WR11","Team 10","WR","John Brown",0,0,"No","11",32.3,17.5,1
"175","Team 10WR11","Team 10","WR","Adam Thielen",14.3,32.3,"Yes","11",32.3,17.5,0
"176","Team 10WR11","Team 10","WR","Jakobi Meyers",13.6,6.8,"No","11",32.3,17.5,1
"177","Team 10WR12","Team 10","WR","Tyler Boyd",13.4,4.5,"Yes","12",16.2,10.2,1
"178","Team 10WR12","Team 10","WR","Adam Thielen",0,0,"No","12",16.2,10.2,1
"179","Team 10WR12","Team 10","WR","Jakobi Meyers",12.9,10.2,"No","12",16.2,10.2,0
"180","Team 10WR12","Team 10","WR","Terry McLaurin",17.3,16.2,"Yes","12",16.2,10.2,0
"181","Team 10WR12","Team 10","WR","Keelan Cole Sr.",11.9,7.4,"No","12",16.2,10.2,1
"182","Team 10WR13","Team 10","WR","Terry McLaurin",16.3,3.4,"Yes","13",21.5,14.2,1
"183","Team 10WR13","Team 10","WR","Jakobi Meyers",11.7,3.5,"No","13",21.5,14.2,1
"184","Team 10WR13","Team 10","WR","Adam Thielen",16.8,21.5,"Yes","13",21.5,14.2,0
"185","Team 10WR13","Team 10","WR","Tyler Boyd",13.1,14.2,"No","13",21.5,14.2,0
"186","Team 10WR14","Team 10","WR","Adam Thielen",18.1,6.9,"Yes","14",9.3,8.7,1
"187","Team 10WR14","Team 10","WR","Terry McLaurin",15.9,4.4,"Yes","14",9.3,8.7,1
"188","Team 10WR14","Team 10","WR","Jakobi Meyers",11.5,8.7,"No","14",9.3,8.7,0
"189","Team 10WR14","Team 10","WR","Tyler Boyd",12.3,9.3,"No","14",9.3,8.7,0
"190","Team 10WR2","Team 10","WR","Adam Thielen",15.6,6.1,"Yes","2",25.5,20.2,1
"191","Team 10WR2","Team 10","WR","Terry McLaurin",13.7,25.5,"Yes","2",25.5,20.2,0
"192","Team 10WR2","Team 10","WR","Scotty Miller",10.9,3.2,"No","2",25.5,20.2,1
"193","Team 10WR2","Team 10","WR","Darius Slayton",11.2,6.3,"No","2",25.5,20.2,1
"194","Team 10WR2","Team 10","WR","Tyler Boyd",11.8,20.2,"Yes","2",25.5,20.2,0
"195","Team 10WR3","Team 10","WR","Adam Thielen",15.7,12.3,"Yes","3",22.5,12.6,1
"196","Team 10WR3","Team 10","WR","Terry McLaurin",14.6,12.6,"Yes","3",22.5,12.6,0
"197","Team 10WR3","Team 10","WR","Darius Slayton",12.1,6.3,"Yes","3",22.5,12.6,1
"198","Team 10WR3","Team 10","WR","Tyler Boyd",12.1,22.5,"No","3",22.5,12.6,0
"199","Team 10WR4","Team 10","WR","Adam Thielen",14.3,26.2,"Yes","4",26.2,21.8,0
"200","Team 10WR4","Team 10","WR","Darius Slayton",12.4,7.8,"No","4",26.2,21.8,1
"201","Team 10WR4","Team 10","WR","Tyler Boyd",14.2,16.4,"Yes","4",26.2,21.8,1
"202","Team 10WR4","Team 10","WR","Terry McLaurin",13.6,21.8,"No","4",26.2,21.8,0
"203","Team 10WR5","Team 10","WR","Adam Thielen",17.2,29.3,"Yes","5",29.3,20.9,0
"204","Team 10WR5","Team 10","WR","Terry McLaurin",14.9,5.6,"Yes","5",29.3,20.9,1
"205","Team 10WR5","Team 10","WR","Darius Slayton",12.7,20.9,"Yes","5",29.3,20.9,0
"206","Team 10WR5","Team 10","WR","Tyler Boyd",13.5,8.2,"No","5",29.3,20.9,1
"207","Team 10WR6","Team 10","WR","Tyler Boyd",13.6,12.9,"Yes","6",14.4,14.1,1
"208","Team 10WR6","Team 10","WR","Adam Thielen",17.6,14.1,"Yes","6",14.4,14.1,0
"209","Team 10WR6","Team 10","WR","Terry McLaurin",12.7,14.4,"No","6",14.4,14.1,0
"210","Team 10WR6","Team 10","WR","T.Y. Hilton",10.6,2.1,"No","6",14.4,14.1,1
"211","Team 10WR6","Team 10","WR","Darius Slayton",13,11.8,"Yes","6",14.4,14.1,1
"212","Team 10WR7","Team 10","WR","Terry McLaurin",15.1,22,"Yes","7",27.74,22,0
"213","Team 10WR7","Team 10","WR","Tyler Boyd",13.4,27.74,"Yes","7",27.74,22,0
"214","Team 10WR7","Team 10","WR","Darius Slayton",12.3,4.3,"No","7",27.74,22,1
"215","Team 10WR7","Team 10","WR","Adam Thielen",0,0,"No","7",27.74,22,1
"216","Team 10WR7","Team 10","WR","Keelan Cole Sr.",11,2.2,"No","7",27.74,22,1
"217","Team 10WR8","Team 10","WR","Tyler Boyd",14.8,19.6,"Yes","8",19.6,10.6,0
"218","Team 10WR8","Team 10","WR","Adam Thielen",15,5.7,"Yes","8",19.6,10.6,1
"219","Team 10WR8","Team 10","WR","Terry McLaurin",0,0,"No","8",19.6,10.6,1
"220","Team 10WR8","Team 10","WR","Darius Slayton",11.6,10.6,"No","8",19.6,10.6,0
"221","Team 10WR9","Team 10","WR","Terry McLaurin",15.6,24.5,"Yes","9",24.5,17.9,0
"222","Team 10WR9","Team 10","WR","Adam Thielen",15.6,5.8,"Yes","9",24.5,17.9,1
"223","Team 10WR9","Team 10","WR","Tyler Boyd",0,0,"No","9",24.5,17.9,1
"224","Team 10WR9","Team 10","WR","John Brown",10.5,17.9,"No","9",24.5,17.9,0
"225","Team 1Bench14","Team 1","Bench","T.Y. Hilton",11.2,25.6,"No","14",25.6,25.6,0
"226","Team 1D/ST1","Team 1","D/ST","Vikings D/ST",6.3,-9,"Yes","1",-9,-9,0
"227","Team 1D/ST10","Team 1","D/ST","Buccaneers D/ST",6.5,8,"Yes","10",8,8,0
"228","Team 1D/ST11","Team 1","D/ST","Buccaneers D/ST",5.2,1,"Yes","11",1,1,0
"229","Team 1D/ST12","Team 1","D/ST","Buccaneers D/ST",3.3,-2,"No","12",7,-2,1
"230","Team 1D/ST12","Team 1","D/ST","Bengals D/ST",6.5,7,"Yes","12",7,-2,0
"231","Team 1D/ST13","Team 1","D/ST","Buccaneers D/ST",0,0,"No","13",7,0,1
"232","Team 1D/ST13","Team 1","D/ST","Raiders D/ST",7.2,7,"Yes","13",7,0,0
"233","Team 1D/ST14","Team 1","D/ST","Cowboys D/ST",6.9,17,"Yes","14",17,9,0
"234","Team 1D/ST14","Team 1","D/ST","Buccaneers D/ST",6.1,9,"No","14",17,9,1
"235","Team 1D/ST2","Team 1","D/ST","Washington D/ST",5.2,1,"Yes","2",1,1,0
"236","Team 1D/ST3","Team 1","D/ST","Buccaneers D/ST",8.3,19,"Yes","3",19,19,0
"237","Team 1D/ST4","Team 1","D/ST","Buccaneers D/ST",6.7,6,"Yes","4",6,6,0
"238","Team 1D/ST5","Team 1","D/ST","Buccaneers D/ST",6.6,7,"Yes","5",7,7,0
"239","Team 1D/ST6","Team 1","D/ST","Buccaneers D/ST",5.3,20,"No","6",20,13,0
"240","Team 1D/ST6","Team 1","D/ST","Giants D/ST",6.9,13,"Yes","6",20,13,1
"241","Team 1D/ST7","Team 1","D/ST","Buccaneers D/ST",6.3,5,"Yes","7",5,5,0
"242","Team 1D/ST8","Team 1","D/ST","Buccaneers D/ST",8.3,6,"Yes","8",6,6,0
"243","Team 1D/ST9","Team 1","D/ST","Buccaneers D/ST",4.3,-1,"Yes","9",-1,-1,0
"244","Team 1K1","Team 1","K","Justin Tucker",8.7,9,"Yes","1",9,9,0
"245","Team 1K10","Team 1","K","Justin Tucker",8.4,5,"Yes","10",5,5,0
"246","Team 1K11","Team 1","K","Justin Tucker",8.7,10,"Yes","11",10,10,0
"247","Team 1K12","Team 1","K","Justin Tucker",7.1,2,"Yes","12",2,2,0
"248","Team 1K13","Team 1","K","Justin Tucker",8.5,9,"Yes","13",9,9,0
"249","Team 1K14","Team 1","K","Justin Tucker",7.6,9,"Yes","14",9,9,0
"250","Team 1K2","Team 1","K","Justin Tucker",8.5,16,"Yes","2",16,16,0
"251","Team 1K3","Team 1","K","Justin Tucker",8.9,9,"Yes","3",9,9,0
"252","Team 1K4","Team 1","K","Justin Tucker",8.8,8,"Yes","4",8,8,0
"253","Team 1K5","Team 1","K","Justin Tucker",9.1,9,"Yes","5",9,9,0
"254","Team 1K6","Team 1","K","Justin Tucker",9.1,16,"Yes","6",16,16,0
"255","Team 1K7","Team 1","K","Randy Bullock",8.8,10,"Yes","7",10,0,0
"256","Team 1K7","Team 1","K","Justin Tucker",0,0,"No","7",10,0,1
"257","Team 1K8","Team 1","K","Justin Tucker",8.7,8,"Yes","8",8,8,0
"258","Team 1K9","Team 1","K","Justin Tucker",8.9,7,"Yes","9",7,7,0
"259","Team 1QB1","Team 1","QB","Cam Newton",18.1,25.7,"Yes","1",30.76,25.7,1
"260","Team 1QB1","Team 1","QB","Aaron Rodgers",16.2,30.76,"No","1",30.76,25.7,0
"261","Team 1QB10","Team 1","QB","Aaron Rodgers",20,25.4,"Yes","10",25.4,16.82,0
"262","Team 1QB10","Team 1","QB","Cam Newton",15.3,16.82,"No","10",25.4,16.82,1
"263","Team 1QB11","Team 1","QB","Aaron Rodgers",18.5,21.74,"Yes","11",21.74,19.2,0
"264","Team 1QB11","Team 1","QB","Cam Newton",19.2,19.2,"No","11",21.74,19.2,1
"265","Team 1QB12","Team 1","QB","Aaron Rodgers",18.8,25.64,"Yes","12",25.64,3.96,0
"266","Team 1QB12","Team 1","QB","Cam Newton",17.4,3.96,"No","12",25.64,3.96,1
"267","Team 1QB13","Team 1","QB","Aaron Rodgers",20.7,23.5,"Yes","13",23.56,23.5,1
"268","Team 1QB13","Team 1","QB","Cam Newton",17.9,23.56,"No","13",23.56,23.5,0
"269","Team 1QB14","Team 1","QB","Aaron Rodgers",23.7,30.9,"Yes","14",30.9,4.36,0
"270","Team 1QB14","Team 1","QB","Cam Newton",15.1,4.36,"No","14",30.9,4.36,1
"271","Team 1QB2","Team 1","QB","Aaron Rodgers",18,19.2,"Yes","2",34.58,19.2,1
"272","Team 1QB2","Team 1","QB","Cam Newton",17.5,34.58,"No","2",34.58,19.2,0
"273","Team 1QB3","Team 1","QB","Aaron Rodgers",18,24.52,"Yes","3",24.52,11.18,0
"274","Team 1QB3","Team 1","QB","Cam Newton",20.8,11.18,"No","3",24.52,11.18,1
"275","Team 1QB4","Team 1","QB","Aaron Rodgers",21.1,29.58,"Yes","4",29.58,0,0
"276","Team 1QB4","Team 1","QB","Cam Newton",0,0,"No","4",29.58,0,1
"277","Team 1QB5","Team 1","QB","Justin Herbert",16.7,27.36,"Yes","5",27.36,0,0
"278","Team 1QB5","Team 1","QB","Aaron Rodgers",0,0,"No","5",27.36,0,1
"279","Team 1QB5","Team 1","QB","Cam Newton",0,0,"No","5",27.36,0,1
"280","Team 1QB6","Team 1","QB","Aaron Rodgers",19.4,3.8,"Yes","6",18.48,3.8,1
